Model,Best Val Acc,Best Val F1,Best Val AUROC,Best Val AUPRC,Test Acc,Test F1,Test AUROC,Test AUPRC
SetTransformer,0.9443449873631002,0.8753390923979691,,0.8453719850440771,0.943921052631579,0.8805923412893099,,0.8718283201433769
DeepSets,0.8039174389216512,0.6543154987773472,,0.7331615483026416,0.8118421052631579,0.6662203339493045,,0.7308314094215239
GraphSetConv,0.9442923336141533,0.8759714883383386,,0.8629618064679587,0.945078947368421,0.8772103491695875,,0.886207404206569
GCN,0.7175652906486942,0.6144870670274173,,0.6607631325138815,0.7192105263157895,0.6225312025096831,,0.662832380171936
