Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.9702397149734502,0.8139422570536873,0.95669,0.763620837143098
DeepSets,0.9824874524215857,0.8818092170944185,0.9770011111111112,0.8432514927366282
GraphSetConv,0.984404946174808,0.8991179281130846,0.9748405555555554,0.8485385091718827
