Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.7676272761053818,0.30004214200939017,0.7304517833333334,0.26582973869685556
DeepSets,0.7955431920169427,0.32986091089507863,0.7900549333333334,0.3216664051592778
GraphSetConv,0.8272451673125248,0.40053174385714146,0.8189703555555555,0.3937472227563561
