Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9444444444444445,0.9342704079546182,0.8833333333333333,0.8990733081249974,0.1742980822455138
DeepSets,0.9316239316239316,0.90395538348027,0.8541666666666667,0.8514691324016266,0.32631159480661154
GraphSetConv,0.9786324786324787,0.9736844885883345,0.8541666666666667,0.844980078687509,0.06228212666246691
