Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9918154761904762,0.9939567681537599,0.8898305084745763,0.935,0.00040707296083797306
DeepSets,0.9925595238095238,0.9946089592043069,0.9737969998051822,0.9771155393984183,0.08302019776080893
GraphSetConv,0.9985119047619048,0.9988658916014886,0.9581141632573543,0.9710175547341616,0.02867067097599829
