Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.991021891021553,0.9361907941129027,0.979371111111111,0.8700018047920505
DeepSets,0.9920638191063148,0.9471339489268518,0.9914311111111112,0.9282198150383945
GraphSetConv,0.9947186442894767,0.9615427865185282,0.9924155555555556,0.9457889305545789
