Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.8068332829790859,0.36016817559211634,0.8007054166666666,0.34741485777068526
DeepSets,0.814204605749981,0.37123450955646486,0.8120826833333334,0.3707876206425894
GraphSetConv,0.8556630952838742,0.4695801388807631,0.8486178277777778,0.45976286991680526
