Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9375,0.94375,0.9500000000000001,0.94375,0.20979880169034004
DeepSets,0.9375,0.94375,0.8500000000000001,0.7666666666666666,0.20987058617174625
GraphSetConv,1.0,1.0,1.0,1.0,4.237292523612268e-05
