Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.8958333333333334,0.9746982474794011,1.9371284349429314e-07
DeepSets,0.9852941176470589,0.9966359092656671,0.9659090909090909,0.991944020343408,0.024688395878810197
GraphSetConv,1.0,1.0,0.9545454545454546,0.9873006811147489,2.3173477934000806e-05
