Model,Val_AUROC_Mean,Val_AUROC_Std,Val_AUPRC_Mean,Val_AUPRC_Std,Test_AUROC_Mean,Test_AUROC_Std,Test_AUPRC_Mean,Test_AUPRC_Std
SetTransformer,0.7691681255055577,0.0021599904673045966,0.29062952769696115,0.004774935438170408,0.7537554122222223,0.012582093110006359,0.28574252412713463,0.010914220027062665
DeepSets,0.7933817665409865,0.0014233910555058503,0.32266706915132515,0.0034643900899566913,0.7887206522222221,0.0011846902444902104,0.31842316415608113,0.003331953289404158
GraphSetConv,0.8277787270426943,0.0013562923448708077,0.39696344333669065,0.004696768120761638,0.8183541277777777,0.0031836080300947866,0.391920211457687,0.005230299100195248
