Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.7685162971291785,0.2935553116971728,0.7514566666666667,0.2826476891576589
DeepSets,0.7939051337085135,0.3235988013484562,0.7865775666666666,0.3141826802436986
GraphSetConv,0.8262825613323834,0.39519510964613525,0.8197745000000001,0.39482272071332525
