Model,Best Val Acc,Best Val F1,Best Val AUROC,Best Val AUPRC,Test Acc,Test F1,Test AUROC,Test AUPRC
SetTransformer,0.9439237573715249,0.8770912558524928,,0.8483953391401331,0.9436052631578947,0.8673528055034516,,0.8584529992378909
DeepSets,0.8071819713563606,0.6667892253456669,,0.6924726971468982,0.8096842105263158,0.6577610101801226,,0.7331814192804714
GraphSetConv,0.9471356360572872,0.8868959486588838,,0.8620172153673074,0.9458947368421052,0.8711864237227338,,0.8875126077385534
GCN,0.7244102780117945,0.637322657280977,,0.6594566816763678,0.7235263157894737,0.6373903697945703,,0.6702525705630666
