Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0000000000000002,0.9411764705882353,0.9862686922034035,8.940694939951754e-09
DeepSets,1.0,1.0000000000000002,1.0,1.0,1.8700627364864885e-06
GraphSetConv,1.0,1.0000000000000002,1.0,1.0,5.2470168884610755e-05
