Model,Mean Test AUROC,Std Test AUROC,All Test AUROCs
GraphSetConv,0.7130571892895837,0.016804221426304704,"[0.7130349404117009, 0.7398042098746325, 0.7175398545116856, 0.707186387556106, 0.6877205540937935]"
