Set Size,Model,Mean Test AUROC,Std Test AUROC,All Test AUROCs
10,GraphSetConv,0.7397826086956523,0.02066761436532704,"[0.7500000000000001, 0.7717391304347825, 0.7346014492753623, 0.7335144927536232, 0.7090579710144929]"
