Model,Mean Test AUROC,Std Test AUROC,All Test AUROCs
GraphSetConv,0.6772101449275362,0.033962516558419066,"[0.6827898550724637, 0.6474637681159421, 0.6498188405797101, 0.6657608695652174, 0.7402173913043479]"
