Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.7733237729420479,0.3026750309043534,0.7583061777777778,0.2912153955632004
DeepSets,0.7911280015764366,0.3195352440471201,0.7893827944444445,0.32058792820323206
GraphSetConv,0.8268418832638886,0.3962768798400292,0.8172369222222222,0.3919649350859629
