Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.7690029330339517,0.29751552510513757,0.764954788888889,0.29621546809591814
DeepSets,0.7930881877962274,0.32629359625463983,0.78910635,0.32112889377664394
GraphSetConv,0.828426396886696,0.4011189232655208,0.8227218944444443,0.3970702940592042
