Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.8801169590643275,0.8375555938961736,8.073461015693321e-05
DeepSets,1.0,1.0,0.9064327485380117,0.8467163278566786,0.0634635640696312
GraphSetConv,1.0,1.0,0.8596491228070176,0.8394614027947362,0.11758081887091976
