Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,1.0,1.0,0.0
DeepSets,1.0,1.0,1.0,1.0,0.02602269221097231
GraphSetConv,1.0,1.0,1.0,1.0,7.332164750550874e-05
