Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.8611367766176969,0.8845219075171743,0.7754400908574675,0.7944589909974511,0.32320818182834216
DeepSets,0.8539453016723643,0.8872737610671846,0.8114511739019756,0.8573876165839538,0.29176936592603087
GraphSetConv,0.8441821429671379,0.8651815746491337,0.7697076504337268,0.7885496613640899,0.13138403519506342
