Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.92,0.9055555555555556,0.11404685471643461
DeepSets,1.0,1.0,0.94,0.919642857142857,0.0028654347406700253
GraphSetConv,1.0,1.0,1.0,1.0,6.220879610433865e-05
