Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.8077768443713387,0.3612316745856116,0.7997189111111112,0.3469020173076678
DeepSets,0.8175522806302918,0.38076536356334634,0.8093678666666666,0.3633134070862569
GraphSetConv,0.8548303435288661,0.4659122333455138,0.8437887222222222,0.4492888497537943
