Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.851063829787234,0.8059691229868009,0.7695904954499494,0.6529261193090405,0.2904891535639763
DeepSets,0.8443449048152296,0.7610446439053273,0.7828614762386249,0.6268190677468939,0.2880070918550094
GraphSetConv,0.8477043673012318,0.7296568171177904,0.7353387259858443,0.5672271864591388,0.1357450951434051
