Model,Best Val Acc,Best Val F1,Best Val AUROC,Best Val AUPRC,Test Acc,Test F1,Test AUROC,Test AUPRC
SetTransformer,0.9448188711036226,0.8734613015038024,,0.8485589683193792,0.9420526315789474,0.8801887609472717,,0.8711505383022207
DeepSets,0.8155012636899748,0.6448983479892992,,0.7173279105039807,0.8153684210526316,0.6840542982701857,,0.7457487405138784
GraphSetConv,0.9455033698399326,0.8848624304358413,,0.8575239315573865,0.9456578947368421,0.8759337676581109,,0.8901439356899078
GCN,0.7238837405223252,0.6378531188074451,,0.6631758751033688,0.7252631578947368,0.6424468103144926,,0.6672777836638076
