Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.9380639564091549,0.66134390095213,0.89266125,0.5555412253927459
DeepSets,0.953503099086087,0.7419994048201917,0.9461427777777777,0.7117001017932939
GraphSetConv,0.9571776228340999,0.7600359242591554,0.94768625,0.7296895536870817
