Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.767370348317229,0.29562667637619994,0.7636076444444445,0.29280432912204
DeepSets,0.793244317606812,0.3245035879377977,0.7884816166666666,0.3145499133975533
GraphSetConv,0.830097626417978,0.40337031025335923,0.8130669666666666,0.38199588467358675
