Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.868093225923712,0.45511692001388065,0.7965808222222222,0.3605530004309586
DeepSets,0.8841022157366993,0.5089050712625138,0.8819926666666665,0.5094870179069785
GraphSetConv,0.9096309728775657,0.5971979490179193,0.8750075555555556,0.504428273196637
