Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.9397997580030184,0.6738943122255187,0.8974212500000001,0.5815313273156606
DeepSets,0.9559318911985881,0.7430905977700716,0.9483486111111112,0.7131683168649932
GraphSetConv,0.9587205852762807,0.7595294650446773,0.9433979166666667,0.710162763970617
