Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.9727899159770892,0.8289090671969166,0.9510438888888888,0.7450170393862502
DeepSets,0.9823430573456156,0.8719577985481424,0.9779577777777778,0.8518319446742145
GraphSetConv,0.9824576503152495,0.88877874104726,0.97604,0.8498982254005186
