epoch,model,train_loss,val_auroc,val_auprc
1,SetTransformer,0.6482148379087448,0.7943345213223546,0.8328999154615548
1,DeepSets,0.6531505083665252,0.770369915202163,0.8172033506570932
1,GraphSetConv,0.5417189160361886,0.846380729998771,0.8786679849800594
2,SetTransformer,0.5598351216875017,0.8674880176969398,0.8965404915437785
2,DeepSets,0.5849802294746042,0.832616443406661,0.867630839980709
2,GraphSetConv,0.4778481745161116,0.8203576256605628,0.8372981014152727
3,SetTransformer,0.5379312859848142,0.8887182008111097,0.9130093595266585
3,DeepSets,0.5501254990696907,0.8652144525009219,0.8935467065135116
3,GraphSetConv,0.4504277447704226,0.8403281307607227,0.8822548609319494
4,SetTransformer,0.5396136408438906,0.8534779402728278,0.8856601168921836
4,DeepSets,0.4981220463290811,0.8877350374831019,0.9090210958535508
4,GraphSetConv,0.45147579424083234,0.8962762688951702,0.9139905641807302
5,SetTransformer,0.5088803074322641,0.8729261398549835,0.8981973622615126
5,DeepSets,0.4761282936669886,0.8820511244930564,0.9030715353863082
5,GraphSetConv,0.42087958892807364,0.8826963254270616,0.9054871881448674
6,SetTransformer,0.4902388406917453,0.8699459260169595,0.8944633100475201
6,DeepSets,0.45718324175104497,0.8751689811970013,0.9023231515677786
6,GraphSetConv,0.4038831020705402,0.9129900454713039,0.931492503677166
7,SetTransformer,0.4540033645927906,0.8820818483470565,0.9055894489833591
7,DeepSets,0.4348541345447302,0.8875199705051002,0.9102449770281287
7,GraphSetConv,0.3952701988629997,0.8971058129531768,0.909588430580221
8,SetTransformer,0.4478540119715035,0.8757527344230062,0.8987026051299095
8,DeepSets,0.42297601168975235,0.8823276391790587,0.9053384179903952
8,GraphSetConv,0.3835002278909087,0.9141575519233133,0.9360536261963466
9,SetTransformer,0.4426987909246236,0.8807299987710459,0.9017321080153923
9,DeepSets,0.4063810797408223,0.886014501659088,0.9042971354615204
9,GraphSetConv,0.35263489759527145,0.8895477448691165,0.9071599040906704
10,SetTransformer,0.4231257748324424,0.8917905862111343,0.905682765783469
10,DeepSets,0.3996610591653734,0.8989492441931917,0.9190015261956583
10,GraphSetConv,0.33933423210401087,0.8827884969890624,0.8978826139211031
11,SetTransformer,0.41609126324765383,0.8853078530170825,0.9046122682745443
11,DeepSets,0.4030591249931604,0.8912990045471304,0.9138590032142722
11,GraphSetConv,0.3489783429773524,0.8536315595428291,0.8796905299966349
12,SetTransformer,0.3993609255645424,0.8936954651591494,0.9116673675422683
12,DeepSets,0.39159302702173593,0.9059235590512474,0.9222646843076776
12,GraphSetConv,0.3211080189794302,0.8702838884109623,0.901708512797308
13,SetTransformer,0.4077187989838421,0.8835873171930687,0.9048639117028329
13,DeepSets,0.39141661291942,0.9017758387612144,0.9153646038498175
13,GraphSetConv,0.3177664318587631,0.8840788988570727,0.9065833980109071
14,SetTransformer,0.4168010787339881,0.8974437753471796,0.9148503355477478
14,DeepSets,0.3878768453374505,0.8971672606611772,0.9178798203517351
14,GraphSetConv,0.3349549293052405,0.8751689811970013,0.9023671448092541
15,SetTransformer,0.38590778394136577,0.8959997542091681,0.912178824059628
15,DeepSets,0.3954546276945621,0.8933882266191471,0.9104555366613292
15,GraphSetConv,0.32164627802558243,0.9020216295932161,0.9300096088772956
16,SetTransformer,0.39873505337163806,0.8907766990291263,0.9076409469932384
16,DeepSets,0.37322046991903335,0.8984269386751874,0.9166525956239594
16,GraphSetConv,0.29731173752807083,0.8795317684650363,0.8983239931514111
17,SetTransformer,0.4046064150054008,0.8870283888410961,0.9046635643612204
17,DeepSets,0.36911902101710437,0.8976588423251812,0.9165300694039088
17,GraphSetConv,0.28822202333249153,0.8618655524148949,0.8951729773941735
18,SetTransformer,0.3957621176261455,0.8842325181270738,0.9059577043767527
18,DeepSets,0.3574812648352236,0.9027897259432224,0.9168846657144427
18,GraphSetConv,0.28951170651707797,0.859868501904879,0.8779173680571148
19,SetTransformer,0.36870200508274137,0.8826656015730614,0.9027979556478034
19,DeepSets,0.3654885167255998,0.8948629716111589,0.9103557721678761
19,GraphSetConv,0.2973521620268002,0.8511122035148089,0.8774137861826672
20,SetTransformer,0.3778031646972522,0.8860452255130884,0.9027365087560988
20,DeepSets,0.36238672621548174,0.8912068329851297,0.9109543863908479
20,GraphSetConv,0.294056334393099,0.8836794887550695,0.9056966187316371
21,SetTransformer,0.3710480112582445,0.8732333783949858,0.8961689116314312
21,DeepSets,0.35602762098424134,0.9031584121912254,0.920052934667348
21,GraphSetConv,0.2729291698196903,0.8938490844291508,0.9172708628196542
22,SetTransformer,0.36596151646226643,0.8865675310310925,0.9056845245093955
22,DeepSets,0.3498252565506846,0.8871820081110975,0.9037379909610446
22,GraphSetConv,0.2778664458543062,0.8389148334767114,0.8523482513848047
23,SetTransformer,0.35442547462880614,0.8859837778050879,0.9040932634722518
23,DeepSets,0.3523641042876989,0.8982733194051861,0.9150287804111636
23,GraphSetConv,0.27699389765039084,0.8535701118348286,0.8702262140038673
24,SetTransformer,0.3487038425169885,0.8899471549711196,0.9088937542983718
24,DeepSets,0.3562118562869728,0.9080435049772644,0.9203515932937976
24,GraphSetConv,0.2726994187803939,0.8789172913850314,0.8988533244688515
25,SetTransformer,0.365033783367835,0.8820204006390562,0.9046670978648661
25,DeepSets,0.3485871594864875,0.8899471549711196,0.9105915747614781
25,GraphSetConv,0.26139317580964416,0.8811601327270493,0.9013098575145662
26,SetTransformer,0.3437217092141509,0.8894555733071156,0.9037266423386947
26,DeepSets,0.35078318596351893,0.8931731596411453,0.9110014360506249
26,GraphSetConv,0.2651465525384992,0.8693314489369547,0.9014174996703352
27,SetTransformer,0.357328771520406,0.8869976649870959,0.9066941003016272
27,DeepSets,0.3370522692799568,0.8972287083691779,0.913128596044007
27,GraphSetConv,0.2593862820183858,0.8235836303305886,0.8469120403679722
28,SetTransformer,0.35384695809334515,0.8933575027651469,0.9051936878762825
28,DeepSets,0.3340570105006918,0.9055855966572447,0.9178842817609917
28,GraphSetConv,0.24129674652358518,0.8712056040309697,0.9016651363749612
29,SetTransformer,0.35120692788623276,0.8863524640530908,0.9033097292732526
29,DeepSets,0.33013903186656535,0.8938183605751506,0.914240480839662
29,GraphSetConv,0.2557585945120081,0.8133218630945066,0.8228688930877105
30,SetTransformer,0.3454776315484196,0.8877350374831019,0.9068778555303671
30,DeepSets,0.31892777208704504,0.8902851173651222,0.9082841130154274
30,GraphSetConv,0.25323558717500416,0.8522489861128181,0.8555878991153202
31,SetTransformer,0.33575433371588587,0.8874585227970998,0.9068947869912056
31,DeepSets,0.33495582388713957,0.8975973946171807,0.914884196800249
31,GraphSetConv,0.24262612741440534,0.8583937569128672,0.8853180720070999
32,SetTransformer,0.3430991237750277,0.8862602924910901,0.9065716637114862
32,DeepSets,0.3181768535170704,0.8917905862111344,0.9096017144516296
32,GraphSetConv,0.2199021348496899,0.8485928474867888,0.8777394334851532
33,SetTransformer,0.336266702064313,0.8918520339191348,0.9085584324295275
33,DeepSets,0.31543933944776653,0.894494285363156,0.9143192610078101
33,GraphSetConv,0.24445376090006904,0.8828192208430625,0.9056361510174333
34,SetTransformer,0.3540013418532908,0.8978124615951826,0.9126286620494397
34,DeepSets,0.3164487701607868,0.8948936954651591,0.9149156548738414
34,GraphSetConv,0.21237689608242363,0.8803305886690427,0.909210069610795
35,SetTransformer,0.339825779478997,0.8908381467371268,0.9035660621703138
35,DeepSets,0.3188834292581305,0.8948322477571587,0.9100438405980216
35,GraphSetConv,0.21276598105905578,0.8370560403096965,0.8627172138107436
36,SetTransformer,0.33196757849145797,0.8855536438490844,0.9049141209179203
36,DeepSets,0.31145620530005547,0.8972901560771783,0.9152546124896919
36,GraphSetConv,0.22403815812431277,0.8446601941747572,0.8488505269483746
37,SetTransformer,0.3323056775610894,0.8984883863831881,0.910350807234811
37,DeepSets,0.32215166988316923,0.9007005038712056,0.9192892410443876
37,GraphSetConv,0.22224285847041755,0.8408504362787269,0.8561029874033546
38,SetTransformer,0.33676824243739245,0.8908381467371268,0.9033401335350429
38,DeepSets,0.31730574695393443,0.8949551431731597,0.9134011738551557
38,GraphSetConv,0.2239788424456492,0.8687476957109501,0.8949252825595102
39,SetTransformer,0.32488065310753883,0.8845704805210766,0.8947947844000492
39,DeepSets,0.3139372373698279,0.895876858793167,0.9135431990322845
39,GraphSetConv,0.21040496579371393,0.8586702715988694,0.8762070667500179
40,SetTransformer,0.3346356314374134,0.8944942853631559,0.9049780986182694
40,DeepSets,0.31226865528151393,0.8954467248371634,0.9160685566420499
40,GraphSetConv,0.20024209159309975,0.8654602433329237,0.8845581204393206
41,SetTransformer,0.33069227742962537,0.8869362172790954,0.8982088264637828
41,DeepSets,0.31569696334190667,0.8810065134570482,0.9076968914091937
41,GraphSetConv,0.20128726568073035,0.8615890377288927,0.8848629102780695
42,SetTransformer,0.325701301288791,0.8870898365490968,0.9026397337555578
42,DeepSets,0.306312075140886,0.9026975543812216,0.9205890698112011
42,GraphSetConv,0.18874454028555193,0.8432776207447463,0.8360958100653131
43,SetTransformer,0.317404151847586,0.8961840973331694,0.9072479267168108
43,DeepSets,0.2992790628108196,0.8976895661791815,0.9170400596308724
43,GraphSetConv,0.20270920747425408,0.8525562246528204,0.8560949153243257
44,SetTransformer,0.3179774760501459,0.8740629224529926,0.8877865111964696
44,DeepSets,0.2983443704200909,0.905370529679243,0.9235126588058568
44,GraphSetConv,0.2015935758012347,0.8211257220105691,0.8185970410905908
45,SetTransformer,0.31650816746987404,0.8884416861251074,0.90512073123276
45,DeepSets,0.2888654319103807,0.8937261890131498,0.9161567999153927
45,GraphSetConv,0.19071355722262523,0.8541538650608331,0.8709720263650781
46,SetTransformer,0.3329451905330643,0.8900700503871205,0.9033153992960687
46,DeepSets,0.3035244790604338,0.9008233992872064,0.9202496062287544
46,GraphSetConv,0.18752723217476158,0.7975298021383803,0.7915995462036126
47,SetTransformer,0.3188217933988199,0.8958461349391668,0.9069473973843862
47,DeepSets,0.2981743858428672,0.9028204497972225,0.9218521015267975
47,GraphSetConv,0.1777865739655681,0.8291753717586334,0.8509865696761056
48,SetTransformer,0.31740380795672535,0.8897628118471181,0.9031942658196481
48,DeepSets,0.28737865805160256,0.9067531031092538,0.9236654429898031
48,GraphSetConv,0.20591439355630428,0.8444451271967556,0.8668886811408925
49,SetTransformer,0.3074381635757163,0.8854921961410839,0.8984985951346982
49,DeepSets,0.29170356816612186,0.9044488140592356,0.9235955093637578
49,GraphSetConv,0.1796867851880961,0.8428167629347426,0.8599206093017769
50,SetTransformer,0.3149684910196811,0.8904080127811232,0.9045020527080687
50,DeepSets,0.2824448659317568,0.8995637212731966,0.9192062636043249
50,GraphSetConv,0.17563483518315479,0.8743087132849945,0.8952464833339236
51,SetTransformer,0.30465662381611763,0.8942177706771538,0.9075111868566897
