Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.8070831631611682,0.3597916668172415,0.7993276444444445,0.3451255252476092
DeepSets,0.8126985728712844,0.3673921697360925,0.8097150333333334,0.3694349354614648
GraphSetConv,0.8544663316917787,0.46756511222623587,0.8466011,0.45038259071855274
