Model,Val_AUROC_Mean,Val_AUROC_Std,Val_AUPRC_Mean,Val_AUPRC_Std,Test_AUROC_Mean,Test_AUROC_Std,Test_AUPRC_Mean,Test_AUPRC_Std
SetTransformer,0.7807300603256626,0.05212911573194431,0.48705159431882594,0.04254267956240766,0.7841598780389527,0.03954883840822408,0.3146093433603835,0.09256596981902453
DeepSets,0.8646811488023257,0.013634803806400158,0.5389366497014628,0.04550922440002486,0.8717131466368515,0.010670607844739891,0.5386225740552026,0.027944099339660612
GraphSetConv,0.8855030820851832,0.024294160122719614,0.5486160088773223,0.051696777674496784,0.8876152115172109,0.026234365291766072,0.5203360693530008,0.025774060930895272
