Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9037092731829575,0.5760285357970597,0.828167115902965,0.4684525743633739,0.10958018091071323
DeepSets,0.9773934837092731,0.7652295546024296,0.9752021563342319,0.7520632377415564,0.030455327726009302
GraphSetConv,0.9372681704260651,0.6832961777382109,0.967026055705301,0.7270787513655051,0.004792290147835912
