Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9526202440775305,0.8291339612768183,0.9715909090909091,0.8543452380952381,0.03294685910289423
DeepSets,0.9978463747307968,0.9547619047619047,0.9968434343434343,0.9499198717948718,0.01585105471301111
GraphSetConv,0.994256999282125,0.9210884353741495,0.9987373737373738,0.9736111111111111,0.012447766668084538
