Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.9545100331190337,0.9673531001564273,0.011165586799253446
DeepSets,0.9985119047619048,0.9988658916014884,0.9766218585622444,0.9830848866168127,0.09624095335298533
GraphSetConv,1.0,1.0,0.9384375608805766,0.9482979667314071,0.011502208499393873
