Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9021428571428571,0.4154311770772787,0.6647523330940416,0.054158509684985506,0.16208409092084447
DeepSets,0.9971428571428571,0.9454545454545455,1.0,1.0,0.013627862254767427
GraphSetConv,1.0,1.0,1.0,1.0,9.706655157879236e-07
