Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.8631403627107559,0.45192832749834244,0.7961550444444445,0.3538727603598724
DeepSets,0.8837799224588769,0.5113439183030792,0.877730711111111,0.5065637126246331
GraphSetConv,0.906655582478708,0.5858154408941821,0.8746545555555556,0.5088963955999213
