Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.7394029241967872,0.5156594078786396,0.7061165432453806,0.18923265445366233,0.16088859470961045
DeepSets,0.787695704693775,0.43384027945954484,0.7758097275145589,0.36859626785939387,0.10681396337451507
GraphSetConv,0.8423577120983935,0.48603331523949705,0.8154666043568912,0.4058003569493477,0.0671367738924524
