Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.9787274096385542,0.9849127474049546,0.9424800311708552,0.9595452408942131,0.021111381287749698
DeepSets,0.9849397590361446,0.9891002365814632,0.9581872199493474,0.9701249407578281,0.043505901025582716
GraphSetConv,0.9792921686746987,0.9872166905444582,0.9265049678550555,0.9465463374649496,0.004711063162591955
