Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC
SetTransformer,0.8657896818478829,0.4569780594877309,0.7989921111111111,0.3630542062884631
DeepSets,0.8824164110416455,0.5062217586048328,0.8790295555555556,0.5082744423748214
GraphSetConv,0.9076243745970339,0.5849184333567965,0.8739743333333333,0.5043103966613702
