Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.9,0.875,1.4901159417490817e-08
DeepSets,1.0,1.0,0.9333333333333333,0.9027777777777777,4.611829717759974e-05
GraphSetConv,1.0,1.0,1.0,1.0,0.000449865372502245
