Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,0.8544802867383512,0.8351779028832612,0.7923611111111111,0.7230484068485769,0.29830643397412804
DeepSets,0.9039426523297491,0.848985080890172,0.8201388888888889,0.8032312779424404,0.266290140387259
GraphSetConv,0.8516129032258065,0.797473961057267,0.7597222222222222,0.6711813100116851,0.06911794521453742
